Macros,Netlist,HPWL
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60), (79, 62), (98, 85)]","[(0, 34), (1, 22), (2, 18), (3, 15), (4, 7), (5, 32), (6, 24), (8, 38), (9, 10), (11, 16), (12, 23), (13, 20), (14, 19), (17, 26), (21, 36), (25, 29), (27, 39), (28, 35), (30, 33), (31, 37)]",18865.650026408024
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60)]","[(0, 1), (2, 13), (3, 15), (4, 11), (5, 7), (6, 27), (8, 10), (9, 22), (12, 33), (14, 17), (16, 30), (18, 31), (19, 28), (20, 25), (21, 36), (23, 24), (26, 37), (29, 35), (32, 34)]",19140.968103847317
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77)]","[(0, 14), (1, 4), (2, 10), (3, 5), (6, 8), (7, 19), (9, 20), (11, 21), (12, 18), (13, 17), (15, 16)]",8182.996045743056
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60), (79, 62), (98, 85), (108, 131), (96, 70), (97, 95), (76, 135), (84, 139), (137, 132)]","[(0, 1), (2, 32), (3, 24), (4, 21), (5, 19), (6, 28), (7, 22), (8, 16), (9, 43), (10, 27), (11, 15), (12, 36), (13, 34), (14, 17), (18, 45), (20, 40), (23, 26), (25, 35), (29, 33), (30, 42), (31, 37), (38, 39), (41, 44)]",23489.360908590636
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60), (79, 62), (98, 85), (108, 131), (96, 70), (97, 95), (76, 135), (84, 139), (137, 132), (59, 127), (131, 71), (118, 143), (81, 70), (109, 98), (84, 131), (138, 121), (78, 137)]","[(0, 14), (1, 22), (2, 48), (3, 43), (4, 33), (5, 25), (6, 32), (7, 51), (8, 23), (9, 13), (10, 18), (11, 42), (12, 39), (15, 44), (16, 45), (17, 41), (19, 30), (20, 53), (21, 35), (24, 49), (26, 28), (27, 37), (29, 34), (31, 46), (36, 38), (40, 50), (47, 52)]",35358.247641850736
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130)]","[(0, 1), (2, 15), (3, 7), (4, 31), (5, 28), (6, 8), (9, 14), (10, 11), (12, 22), (13, 17), (16, 19), (18, 30), (20, 23), (21, 24), (25, 29), (26, 27)]",13497.892663723997
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60)]","[(0, 8), (1, 28), (2, 26), (3, 36), (4, 13), (5, 6), (7, 29), (9, 20), (10, 16), (11, 31), (12, 33), (14, 19), (15, 32), (17, 25), (18, 35), (21, 30), (22, 23), (24, 37), (27, 34)]",18526.25944420383
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60), (79, 62), (98, 85), (108, 131), (96, 70)]","[(0, 26), (1, 23), (2, 25), (3, 34), (4, 32), (5, 28), (6, 35), (7, 22), (8, 37), (9, 29), (10, 38), (11, 20), (12, 16), (13, 21), (14, 18), (15, 39), (17, 19), (24, 36), (27, 40), (30, 33), (31, 41)]",23332.31706341231
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74)]","[(0, 33), (1, 23), (2, 32), (3, 29), (4, 15), (5, 26), (6, 7), (8, 27), (9, 16), (10, 24), (11, 31), (12, 17), (13, 21), (14, 20), (18, 22), (19, 25), (28, 30)]",14357.674975259668
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60), (79, 62), (98, 85), (108, 131), (96, 70), (97, 95), (76, 135), (84, 139), (137, 132), (59, 127), (131, 71), (118, 143), (81, 70), (109, 98), (84, 131), (138, 121), (78, 137), (91, 148), (149, 57), (79, 54), (90, 101), (84, 58), (77, 122)]","[(0, 17), (1, 46), (2, 18), (3, 11), (4, 41), (5, 12), (6, 33), (7, 38), (8, 36), (9, 47), (10, 56), (13, 25), (14, 59), (15, 16), (19, 32), (20, 49), (21, 27), (22, 57), (23, 45), (24, 34), (26, 53), (28, 31), (29, 30), (35, 55), (37, 58), (39, 50), (40, 51), (42, 52), (43, 44), (48, 54)]",47379.88543753976
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60), (79, 62), (98, 85), (108, 131), (96, 70), (97, 95), (76, 135), (84, 139), (137, 132), (59, 127), (131, 71), (118, 143), (81, 70), (109, 98), (84, 131), (138, 121), (78, 137), (91, 148), (149, 57), (79, 54), (90, 101), (84, 58), (77, 122), (141, 90), (77, 133), (113, 100), (132, 108), (68, 83), (67, 81), (145, 121), (118, 83), (145, 124), (104, 124)]","[(0, 35), (1, 59), (2, 28), (3, 56), (4, 53), (5, 43), (6, 46), (7, 27), (8, 26), (9, 17), (10, 65), (11, 68), (12, 33), (13, 44), (14, 42), (15, 48), (16, 58), (18, 69), (19, 60), (20, 61), (21, 23), (22, 25), (24, 45), (29, 30), (31, 38), (32, 39), (34, 50), (36, 66), (37, 67), (40, 51), (41, 47), (49, 62), (52, 64), (54, 55), (57, 63)]",68424.96126957645
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130)]","[(0, 17), (1, 2), (3, 10), (4, 28), (5, 18), (6, 22), (7, 12), (8, 27), (9, 19), (11, 13), (14, 23), (15, 16), (20, 29), (21, 30), (24, 25), (26, 31)]",11118.452820849514
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60)]","[(0, 16), (1, 35), (2, 28), (3, 24), (4, 20), (5, 21), (6, 25), (7, 19), (8, 11), (9, 33), (10, 37), (12, 30), (13, 36), (14, 23), (15, 17), (18, 29), (22, 27), (26, 32), (31, 34)]",19708.166730753004
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60), (79, 62), (98, 85), (108, 131), (96, 70)]","[(0, 4), (1, 34), (2, 16), (3, 21), (5, 29), (6, 22), (7, 9), (8, 26), (10, 17), (11, 41), (12, 38), (13, 27), (14, 24), (15, 39), (18, 23), (19, 33), (20, 31), (25, 40), (28, 37), (30, 32), (35, 36)]",23868.66189179558
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74)]","[(0, 14), (1, 25), (2, 29), (3, 8), (4, 11), (5, 24), (6, 19), (7, 32), (9, 30), (10, 27), (12, 31), (13, 17), (15, 33), (16, 18), (20, 21), (22, 23), (26, 28)]",15474.934302249849
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104)]","[(0, 14), (1, 15), (2, 17), (3, 11), (4, 10), (5, 9), (6, 16), (7, 18), (8, 12), (13, 19)]",4817.755435157661
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60), (79, 62), (98, 85), (108, 131), (96, 70), (97, 95), (76, 135), (84, 139), (137, 132), (59, 127), (131, 71), (118, 143), (81, 70), (109, 98), (84, 131), (138, 121), (78, 137)]","[(0, 42), (1, 11), (2, 37), (3, 28), (4, 50), (5, 40), (6, 13), (7, 24), (8, 35), (9, 51), (10, 15), (12, 30), (14, 43), (16, 27), (17, 33), (18, 39), (19, 29), (20, 32), (21, 26), (22, 53), (23, 45), (25, 46), (31, 48), (34, 44), (36, 38), (41, 52), (47, 49)]",39967.069609714315
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130)]","[(0, 20), (1, 6), (2, 3), (4, 8), (5, 26), (7, 10), (9, 28), (11, 22), (12, 19), (13, 17), (14, 27), (15, 30), (16, 23), (18, 29), (21, 24), (25, 31)]",11172.637132606395
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60), (79, 62), (98, 85), (108, 131), (96, 70), (97, 95), (76, 135), (84, 139), (137, 132)]","[(0, 43), (1, 26), (2, 40), (3, 17), (4, 9), (5, 8), (6, 22), (7, 45), (10, 30), (11, 32), (12, 39), (13, 35), (14, 28), (15, 24), (16, 41), (18, 19), (20, 23), (21, 29), (25, 36), (27, 33), (31, 37), (34, 42), (38, 44)]",22718.82917578734
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61)]","[(0, 8), (1, 9), (2, 13), (3, 10), (4, 16), (5, 20), (6, 14), (7, 17), (11, 18), (12, 22), (15, 21), (19, 23)]",8242.223253662683
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94)]","[(0, 4), (1, 2), (3, 13), (5, 25), (6, 16), (7, 20), (8, 24), (9, 12), (10, 11), (14, 23), (15, 17), (18, 19), (21, 22)]",8591.025068518305
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61)]","[(0, 7), (1, 17), (2, 15), (3, 20), (4, 16), (5, 22), (6, 21), (8, 13), (9, 10), (11, 19), (12, 23), (14, 18)]",7328.146032279215
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60), (79, 62), (98, 85), (108, 131), (96, 70), (97, 95), (76, 135), (84, 139), (137, 132), (59, 127), (131, 71), (118, 143), (81, 70), (109, 98), (84, 131), (138, 121), (78, 137)]","[(0, 45), (1, 37), (2, 51), (3, 29), (4, 42), (5, 30), (6, 13), (7, 36), (8, 17), (9, 15), (10, 25), (11, 14), (12, 47), (16, 20), (18, 43), (19, 24), (21, 28), (22, 46), (23, 35), (26, 53), (27, 41), (31, 44), (32, 34), (33, 40), (38, 49), (39, 48), (50, 52)]",42583.47389669935
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130)]","[(0, 1), (2, 15), (3, 5), (4, 7), (6, 26), (8, 31), (9, 10), (11, 30), (12, 28), (13, 20), (14, 27), (16, 23), (17, 25), (18, 24), (19, 22), (21, 29)]",12195.242886557326
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60), (79, 62), (98, 85), (108, 131), (96, 70), (97, 95), (76, 135), (84, 139), (137, 132)]","[(0, 14), (1, 5), (2, 31), (3, 33), (4, 10), (6, 36), (7, 16), (8, 40), (9, 18), (11, 34), (12, 45), (13, 22), (15, 30), (17, 27), (19, 39), (20, 37), (21, 35), (23, 43), (24, 25), (26, 29), (28, 38), (32, 44), (41, 42)]",25840.52193774982
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60), (79, 62), (98, 85), (108, 131), (96, 70), (97, 95), (76, 135), (84, 139), (137, 132), (59, 127), (131, 71)]","[(0, 14), (1, 8), (2, 20), (3, 5), (4, 9), (6, 25), (7, 21), (10, 18), (11, 37), (12, 38), (13, 42), (15, 34), (16, 30), (17, 29), (19, 41), (22, 26), (23, 43), (24, 46), (27, 28), (31, 39), (32, 47), (33, 45), (35, 40), (36, 44)]",30306.788571262172
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60)]","[(0, 33), (1, 34), (2, 26), (3, 29), (4, 30), (5, 31), (6, 23), (7, 22), (8, 37), (9, 12), (10, 24), (11, 16), (13, 36), (14, 27), (15, 28), (17, 32), (18, 25), (19, 20), (21, 35)]",17381.971636796443
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104)]","[(0, 12), (1, 6), (2, 11), (3, 14), (4, 8), (5, 17), (7, 9), (10, 15), (13, 19), (16, 18)]",5240.959626135858
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60), (79, 62), (98, 85), (108, 131), (96, 70), (97, 95), (76, 135), (84, 139), (137, 132), (59, 127), (131, 71), (118, 143), (81, 70), (109, 98), (84, 131), (138, 121), (78, 137)]","[(0, 29), (1, 21), (2, 15), (3, 50), (4, 17), (5, 16), (6, 27), (7, 43), (8, 14), (9, 13), (10, 24), (11, 31), (12, 45), (18, 19), (20, 53), (22, 46), (23, 47), (25, 49), (26, 32), (28, 36), (30, 52), (33, 34), (35, 42), (37, 48), (38, 39), (40, 41), (44, 51)]",35495.55430239331
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60), (79, 62), (98, 85), (108, 131), (96, 70), (97, 95), (76, 135), (84, 139), (137, 132), (59, 127), (131, 71)]","[(0, 18), (1, 28), (2, 3), (4, 12), (5, 43), (6, 30), (7, 34), (8, 24), (9, 21), (10, 37), (11, 15), (13, 47), (14, 27), (16, 32), (17, 20), (19, 41), (22, 35), (23, 26), (25, 38), (29, 44), (31, 36), (33, 46), (39, 45), (40, 42)]",26786.84247511964
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60), (79, 62), (98, 85), (108, 131), (96, 70), (97, 95), (76, 135), (84, 139), (137, 132), (59, 127), (131, 71), (118, 143), (81, 70), (109, 98), (84, 131), (138, 121), (78, 137)]","[(0, 23), (1, 13), (2, 45), (3, 35), (4, 34), (5, 29), (6, 46), (7, 28), (8, 24), (9, 10), (11, 31), (12, 32), (14, 48), (15, 50), (16, 27), (17, 49), (18, 40), (19, 41), (20, 38), (21, 22), (25, 52), (26, 47), (30, 36), (33, 44), (37, 53), (39, 42), (43, 51)]",36739.75917735099
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60), (79, 62), (98, 85), (108, 131), (96, 70), (97, 95), (76, 135), (84, 139), (137, 132), (59, 127), (131, 71)]","[(0, 6), (1, 7), (2, 32), (3, 26), (4, 45), (5, 31), (8, 29), (9, 23), (10, 25), (11, 21), (12, 38), (13, 14), (15, 46), (16, 39), (17, 36), (18, 35), (19, 40), (20, 47), (22, 28), (24, 44), (27, 34), (30, 41), (33, 43), (37, 42)]",29714.832364819806
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60), (79, 62), (98, 85), (108, 131), (96, 70), (97, 95), (76, 135), (84, 139), (137, 132), (59, 127), (131, 71), (118, 143), (81, 70), (109, 98), (84, 131)]","[(0, 31), (1, 4), (2, 3), (5, 40), (6, 22), (7, 32), (8, 37), (9, 27), (10, 12), (11, 50), (13, 28), (14, 29), (15, 25), (16, 41), (17, 47), (18, 34), (19, 24), (20, 36), (21, 39), (23, 44), (26, 30), (33, 51), (35, 38), (42, 49), (43, 46), (45, 48)]",32439.35633205583
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60), (79, 62), (98, 85), (108, 131), (96, 70), (97, 95), (76, 135), (84, 139), (137, 132), (59, 127), (131, 71)]","[(0, 4), (1, 41), (2, 23), (3, 35), (5, 14), (6, 8), (7, 17), (9, 24), (10, 43), (11, 37), (12, 28), (13, 47), (15, 27), (16, 29), (18, 34), (19, 45), (20, 21), (22, 46), (25, 30), (26, 42), (31, 39), (32, 33), (36, 44), (38, 40)]",28213.38193800783
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60), (79, 62), (98, 85), (108, 131), (96, 70), (97, 95), (76, 135), (84, 139), (137, 132), (59, 127), (131, 71), (118, 143), (81, 70), (109, 98), (84, 131), (138, 121), (78, 137)]","[(0, 32), (1, 21), (2, 18), (3, 16), (4, 27), (5, 52), (6, 12), (7, 13), (8, 14), (9, 33), (10, 48), (11, 40), (15, 28), (17, 34), (19, 26), (20, 35), (22, 29), (23, 31), (24, 30), (25, 36), (37, 41), (38, 49), (39, 45), (42, 46), (43, 53), (44, 47), (50, 51)]",38012.40277894984
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60), (79, 62), (98, 85), (108, 131), (96, 70), (97, 95), (76, 135), (84, 139), (137, 132), (59, 127), (131, 71)]","[(0, 5), (1, 10), (2, 46), (3, 39), (4, 47), (6, 41), (7, 36), (8, 27), (9, 31), (11, 40), (12, 15), (13, 44), (14, 28), (16, 25), (17, 33), (18, 30), (19, 26), (20, 37), (21, 43), (22, 34), (23, 45), (24, 35), (29, 42), (32, 38)]",24166.57139318801
